2817.120117, 2829.506348, 2857.402588, 2795.643799, 2789.077393
2817.135010, 2829.330078, 2857.383789, 2795.658691, 2789.073730
2817.108643, 2829.277588, 2857.391357, 2795.625000, 2789.070068
2817.060059, 2829.288818, 2857.402588, 2795.606201, 2789.054932
2817.018799, 2829.314941, 2857.413818, 2795.553711, 2789.070068
2817.037598, 2829.228760, 2857.395020, 2795.550049, 2789.062500
2816.996338, 2829.254883, 2857.383789, 2795.538818, 2789.040039
2816.958740, 2829.397461, 2857.383789, 2795.553711, 2789.032471
2817.003662, 2829.506348, 2857.379883, 2795.550049, 2789.002441
2817.000000, 2829.603760, 2857.357422, 2795.568848, 2789.002441
2816.936279, 2829.675049, 2857.331299, 2795.587402, 2789.002441
2816.958740, 2829.712402, 2857.334961, 2795.557617, 2789.021240
2816.936279, 2829.641357, 2857.342529, 2795.568848, 2789.021240
2816.962402, 2829.510010, 2857.338867, 2795.557617, 2789.024902
2816.973633, 2829.251221, 2857.293701, 2795.591309, 2789.013672
2816.962402, 2828.962402, 2857.327393, 2795.568848, 2789.002441
2816.992432, 2828.898682, 2857.286133, 2795.580078, 2788.979980
2816.996338, 2828.955078, 2857.297607, 2795.564941, 2788.979980
2816.962402, 2829.026367, 2857.323730, 2795.550049, 2788.983643
2816.958740, 2829.071289, 2857.312500, 2795.516357, 2788.987549
2817.026367, 2829.179932, 2857.346191, 2795.478760, 2788.965088
2817.000000, 2829.284912, 2857.346191, 2795.501221, 2788.919922
2817.033691, 2829.281250, 2857.361328, 2795.475098, 2788.901367
2817.018799, 2829.213867, 2857.350098, 2795.486328, 2788.901367
2816.992432, 2829.284912, 2857.364990, 2795.475098, 2788.908691
2816.996338, 2829.483643, 2857.346191, 2795.508789, 2788.919922
2816.939941, 2829.584961, 2857.342529, 2795.489990, 2788.923828
2816.939941, 2829.536133, 2857.338867, 2795.486328, 2788.931152
2816.925049, 2829.495117, 2857.346191, 2795.486328, 2788.923828
2816.883789, 2829.446289, 2857.353760, 2795.516357, 2788.905029
2816.857422, 2829.344971, 2857.350098, 2795.516357, 2788.908691
2816.898682, 2829.284912, 2857.338867, 2795.482422, 2788.961182
2816.928711, 2829.296143, 2857.350098, 2795.523682, 2788.961182
2816.947510, 2829.307617, 2857.372559, 2795.527588, 2788.965088
2816.996338, 2829.292480, 2857.361328, 2795.520020, 2788.946289
2816.977539, 2829.243652, 2857.372559, 2795.489990, 2788.946289
2817.056152, 2829.078857, 2857.395020, 2795.512451, 2788.979980
2817.026367, 2828.887451, 2857.413818, 2795.531250, 2788.991211
2817.030029, 2828.771240, 2857.436279, 2795.546143, 2788.987549
2817.082520, 2828.636230, 2857.439941, 2795.550049, 2788.987549
2817.078857, 2828.561279, 2857.425049, 2795.576172, 2788.995117
2817.063721, 2828.606201, 2857.473633, 2795.591309, 2788.972412
2817.086182, 2828.639893, 2857.458740, 2795.568848, 2788.983643
2817.086182, 2828.808838, 2857.447510, 2795.564941, 2788.979980
2817.101318, 2828.988770, 2857.488770, 2795.576172, 2789.021240
2817.104980, 2829.056152, 2857.496338, 2795.613770, 2789.010010
2817.078857, 2829.288818, 2857.492432, 2795.598633, 2788.983643
2817.123779, 2829.551270, 2857.507568, 2795.610107, 2788.968750
2817.123779, 2829.663818, 2857.485107, 2795.613770, 2788.998779
2817.120117, 2829.877441, 2857.507568, 2795.602539, 2789.017578
2817.168701, 2830.064941, 2857.518799, 2795.572510, 2789.032471
2817.131348, 2830.181152, 2857.485107, 2795.583740, 2789.024902
2817.090088, 2830.293701, 2857.473633, 2795.580078, 2789.017578
2817.101318, 2830.128662, 2857.436279, 2795.587402, 2789.021240
2817.074951, 2829.956299, 2857.398682, 2795.602539, 2788.991211
2817.060059, 2829.862549, 2857.402588, 2795.591309, 2788.991211
2817.082520, 2829.652588, 2857.376221, 2795.583740, 2789.002441
2817.048828, 2829.465088, 2857.327393, 2795.538818, 2789.002441
2817.067383, 2829.333740, 2857.342529, 2795.520020, 2788.987549
2817.018799, 2829.101318, 2857.327393, 2795.512451, 2788.968750
2816.985107, 2828.932617, 2857.320068, 2795.534912, 2788.935059
2817.033691, 2828.846191, 2857.338867, 2795.493652, 2788.927490
2817.074951, 2828.939941, 2857.297607, 2795.508789, 2788.931152
2817.071289, 2829.135010, 2857.327393, 2795.489990, 2788.923828
2817.060059, 2829.341309, 2857.323730, 2795.459961, 2788.935059
2817.060059, 2829.532471, 2857.293701, 2795.441162, 2788.953857
2817.011230, 2829.629883, 2857.304932, 2795.433838, 2788.968750
2817.044922, 2829.768799, 2857.308838, 2795.441162, 2788.991211
2817.041260, 2829.948730, 2857.267578, 2795.459961, 2788.961182
2817.033691, 2830.162598, 2857.271240, 2795.463867, 2788.976318
2817.041260, 2830.338867, 2857.267578, 2795.463867, 2788.976318
2817.041260, 2830.413818, 2857.271240, 2795.497559, 2788.995117
2817.000000, 2830.252441, 2857.286133, 2795.478760, 2788.987549
2817.037598, 2830.218750, 2857.271240, 2795.512451, 2788.979980
2817.044922, 2830.147461, 2857.263672, 2795.512451, 2788.961182
2817.030029, 2830.151367, 2857.267578, 2795.512451, 2788.946289
2817.030029, 2830.181152, 2857.274902, 2795.501221, 2788.938721
2816.992432, 2830.113770, 2857.241211, 2795.520020, 2788.905029
2816.973633, 2830.132568, 2857.233643, 2795.508789, 2788.938721
2817.003662, 2830.117432, 2857.233643, 2795.508789, 2788.916260
2816.958740, 2830.046143, 2857.237549, 2795.504883, 2788.946289
2816.947510, 2830.046143, 2857.203857, 2795.497559, 2788.908691
