2850.254883, 2858.508789, 2893.995117
2850.206299, 2858.508789, 2893.983643
2850.187500, 2858.475098, 2893.953857
2850.161133, 2858.467529, 2893.961182
2850.176270, 2858.433838, 2893.946289
2850.176270, 2858.385010, 2893.949951
2850.183838, 2858.392578, 2893.949951
2850.209961, 2858.388672, 2893.949951
2850.202393, 2858.411133, 2893.901367
2850.172607, 2858.399902, 2893.867432
2850.149902, 2858.354980, 2893.826172
2850.153809, 2858.321289, 2893.826172
2850.135010, 2858.328857, 2893.837402
2850.153809, 2858.343750, 2893.826172
2850.108643, 2858.370117, 2893.848633
2850.097412, 2858.396240, 2893.826172
2850.082520, 2858.373779, 2893.844971
2850.056152, 2858.362549, 2893.833740
2850.063721, 2858.324951, 2893.848633
2850.090088, 2858.343750, 2893.818848
2850.082520, 2858.373779, 2893.844971
2850.097412, 2858.407471, 2893.833740
2850.116211, 2858.392578, 2893.856201
2850.090088, 2858.373779, 2893.867432
2850.086182, 2858.347412, 2893.844971
2850.086182, 2858.347412, 2893.856201
2850.104980, 2858.370117, 2893.833740
2850.131348, 2858.354980, 2893.863770
2850.116211, 2858.347412, 2893.852539
2850.112549, 2858.340088, 2893.901367
2850.074951, 2858.351318, 2893.919922
2850.074951, 2858.343750, 2893.942383
2850.097412, 2858.358643, 2893.908691
2850.090088, 2858.366211, 2893.905029
2850.093750, 2858.392578, 2893.878662
2850.078857, 2858.392578, 2893.860107
2850.093750, 2858.418701, 2893.844971
2850.074951, 2858.437500, 2893.841309
2850.082520, 2858.471191, 2893.848633
2850.041260, 2858.448730, 2893.826172
2850.101318, 2858.471191, 2893.837402
2850.104980, 2858.456299, 2893.848633
2850.086182, 2858.471191, 2893.871338
2850.101318, 2858.475098, 2893.886230
2850.108643, 2858.459961, 2893.901367
2850.112549, 2858.459961, 2893.938721
2850.104980, 2858.441162, 2893.953857
2850.108643, 2858.407471, 2893.949951
2850.097412, 2858.418701, 2893.938721
2850.138672, 2858.445068, 2893.927490
2850.104980, 2858.429932, 2893.912598
2850.082520, 2858.452393, 2893.897461
2850.101318, 2858.445068, 2893.882568
2850.146240, 2858.426270, 2893.878662
2850.168701, 2858.445068, 2893.878662
2850.165039, 2858.426270, 2893.878662
2850.176270, 2858.433838, 2893.878662
2850.172607, 2858.467529, 2893.875000
2850.127441, 2858.411133, 2893.871338
2850.112549, 2858.411133, 2893.860107
2850.127441, 2858.411133, 2893.878662
2850.142578, 2858.396240, 2893.871338
2850.127441, 2858.377441, 2893.833740
2850.093750, 2858.441162, 2893.822510
2850.078857, 2858.448730, 2893.830078
2850.044922, 2858.459961, 2893.833740
2850.071289, 2858.475098, 2893.856201
2850.138672, 2858.471191, 2893.844971
2850.168701, 2858.489990, 2893.867432
2850.195068, 2858.493652, 2893.878662
2850.191162, 2858.486328, 2893.837402
2850.213867, 2858.478760, 2893.867432
2850.209961, 2858.493652, 2893.886230
2850.232422, 2858.471191, 2893.893799
2850.236328, 2858.463867, 2893.889893
2850.258789, 2858.467529, 2893.871338
2850.277588, 2858.429932, 2893.860107
2850.183838, 2858.452393, 2893.867432
2850.206299, 2858.441162, 2893.863770
2850.183838, 2858.452393, 2893.886230
2850.206299, 2858.463867, 2893.905029
2850.198730, 2858.475098, 2893.863770
2850.213867, 2858.459961, 2893.871338
2850.120117, 2858.471191, 2893.856201
2850.082520, 2858.459961, 2893.863770
2850.108643, 2858.441162, 2893.878662
2850.090088, 2858.486328, 2893.867432
2850.120117, 2858.448730, 2893.878662
2850.135010, 2858.459961, 2893.875000
2850.161133, 2858.429932, 2893.875000
2850.123779, 2858.426270, 2893.863770
2850.127441, 2858.441162, 2893.875000
2850.108643, 2858.475098, 2893.912598
2850.168701, 2858.456299, 2893.912598
