2855.606201, 2861.264893, 2889.641357
2855.580078, 2861.280029, 2889.626221
2855.542480, 2861.257568, 2889.641357
2855.471191, 2861.268799, 2889.633789
2855.463867, 2861.280029, 2889.667480
2855.445068, 2861.272461, 2889.656250
2855.531250, 2861.280029, 2889.607422
2855.527588, 2861.253662, 2889.592529
2855.475098, 2861.227539, 2889.566162
2855.452393, 2861.208740, 2889.524902
2855.437500, 2861.171143, 2889.566162
2855.445068, 2861.159912, 2889.566162
2855.403809, 2861.159912, 2889.551270
2855.445068, 2861.159912, 2889.551270
2855.463867, 2861.152588, 2889.495117
2855.489990, 2861.148682, 2889.491211
2855.411133, 2861.096191, 2889.551270
2855.396240, 2861.088867, 2889.536133
2855.422607, 2861.103760, 2889.536133
2855.441162, 2861.096191, 2889.554932
2855.433838, 2861.111328, 2889.528809
2855.456299, 2861.103760, 2889.517578
2855.486328, 2861.111328, 2889.513672
2855.475098, 2861.126221, 2889.513672
2855.471191, 2861.133789, 2889.547607
2855.456299, 2861.129883, 2889.540039
2855.486328, 2861.171143, 2889.524902
2855.489990, 2861.163818, 2889.543701
2855.482422, 2861.145020, 2889.573730
2855.489990, 2861.148682, 2889.581299
2855.486328, 2861.156250, 2889.600098
2855.475098, 2861.163818, 2889.629883
2855.512451, 2861.163818, 2889.629883
2855.516357, 2861.156250, 2889.641357
2855.471191, 2861.126221, 2889.633789
2855.459961, 2861.129883, 2889.671143
2855.445068, 2861.129883, 2889.659912
2855.508789, 2861.148682, 2889.659912
2855.493652, 2861.148682, 2889.659912
2855.493652, 2861.171143, 2889.618652
2855.501221, 2861.167480, 2889.592529
2855.475098, 2861.201172, 2889.570068
2855.452393, 2861.205078, 2889.577393
2855.459961, 2861.216309, 2889.547607
2855.520020, 2861.257568, 2889.551270
2855.508789, 2861.280029, 2889.554932
2855.542480, 2861.268799, 2889.554932
2855.508789, 2861.272461, 2889.570068
2855.542480, 2861.317383, 2889.581299
2855.516357, 2861.306152, 2889.626221
2855.504883, 2861.332520, 2889.611328
2855.512451, 2861.310059, 2889.614990
2855.489990, 2861.313721, 2889.607422
2855.486328, 2861.313721, 2889.629883
2855.501221, 2861.291260, 2889.633789
2855.553711, 2861.276367, 2889.626221
2855.557617, 2861.287598, 2889.622559
2855.542480, 2861.291260, 2889.629883
2855.538818, 2861.268799, 2889.614990
2855.561279, 2861.264893, 2889.603760
